p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,rsi,rsi1,rsi2,rsi3,rsi4,rsi5,rsi6,rsi7,rsi8,rsi9,rsi10,rsi11,rsi12,rsi13,rsi14,rsi15,sto,sto1,sto2,sto3,sto4,sto5,sto6,sto7,sto8,sto9,sto10,sto11,sto12,sto13,sto14,sto15,macd,macd1,macd2,macd3,macd4,macd5,macd6,macd7,macd8,macd9,macd10,macd11,macd12,macd13,macd14,macd15,macdl,macd1l,macd2l,macd3l,macd4l,macd5l,macd6l,macd7l,macd8l,macd9l,macd10l,macd11l,macd12l,macd13l,macd14l,macd15l,macds,macd1s,macd2s,macd3s,macd4s,macd5s,macd6s,macd7s,macd8s,macd9s,macd10s,macd11s,macd12s,macd13s,macd14s,macd15s,macdh,macd1h,macd2h,macd3h,macd4h,macd5h,macd6h,macd7h,macd8h,macd9h,macd10h,macd11h,macd12h,macd13h,macd14h,macd15h,stol,sto1l,sto2l,sto3l,sto4l,sto5l,sto6l,sto7l,sto8l,sto9l,sto10l,sto11l,sto12l,sto13l,sto14l,sto15l,stos,sto1s,sto2s,sto3s,sto4s,sto5s,sto6s,sto7s,sto8s,sto9s,sto10s,sto11s,sto12s,sto13s,sto14s,sto15s,Pred
9143.35125,9149.915,9145.4075,9139.607499999998,9149.11625,9150.89625,9159.665,9173.978749999998,9189.56625,9198.3925,9199.62,9214.78,9222.1225,9216.92625,9205.8725,9196.03,60.66135635255682,63.54160042436904,58.12537063681465,50.14091065594943,60.74061323606596,59.21255042941939,65.65675753019715,72.67502751164095,77.4618306853435,78.55678168309248,76.79620899183368,81.32138513880119,82.70029545077587,71.26264396131572,61.86546408792735,52.53551138241981,2.620157270589175,-23.48281994069951,-25.95771364828053,-0.5594664110199585,50.0,-15.87554760101597,15.875547601015988,0.0,-8.63349446623976,5.586640939129707,-27.6657919517715,30.71264547888157,0.0,-50.0,4.743198631503319,-0.8623997511824201,2.266582693913836,2.8926464408565447,2.2962844751166305,1.0572780547445257,1.1729976860620064,1.3195125575160016,1.8174901284124887,3.0643393016731,4.794399097947643,5.181320689603132,4.407777207207548,4.342602459976899,3.8818929192311833,2.2065763351049146,-0.4243556292925757,-3.623885579640148,0.10061380548268062,2.1298300981952707,2.7681413966938635,2.227077688580721,2.852633692609743,3.683991923559915,4.9767942428052265,7.5669684989616135,11.52709107406281,14.472175376141422,16.022250301401073,18.114539671764764,19.65393871553988,19.356973030340672,16.819902882281895,8.584493573391889,-2.165968888431155,-0.7628163426612737,0.4718569215772328,1.1697996338361951,1.6796360065477365,2.3644793660439136,3.1593041143927376,4.502629197288514,6.732691976115167,9.290854686538287,11.614473094193526,13.77193721178786,15.772045796308696,17.150396695235756,17.244258511574472,12.208379153032038,2.266582693913836,2.8926464408565447,2.2962844751166305,1.0572780547445257,1.1729976860620064,1.3195125575160016,1.8174901284124887,3.0643393016731,4.794399097947643,5.181320689603132,4.407777207207548,4.342602459976899,3.8818929192311833,17.150396695235756,-0.4243556292925757,-3.623885579640148,100.0,64.77577008895074,1.6783992330598765,0.0,100.0,76.18667859847605,100.0,100.0,87.04975830064033,93.41026499113735,30.20598738848588,100.0,100.0,0.0,7.114797947254977,26.665901820059037,97.37984272941084,88.25859002965024,27.63611288134041,0.5594664110199585,50.0,92.06222619949202,84.12445239898402,100.0,95.68325276688013,87.82362405200766,57.87177934025739,69.28735452111843,100.0,50.0,2.3715993157516593,27.528301571241457,0
9444.158333333333,9443.0375,9424.72375,9417.19,9419.767083333332,9428.466666666667,9416.55875,9390.814583333333,9396.612083333332,9386.37875,9397.802083333332,9384.109583333333,9378.120416666667,9398.151666666667,9396.113333333333,9368.327045454544,65.39109617494402,56.05804450821599,33.48328472292541,34.543141187865125,43.971693794999226,53.995770904991595,42.23060953457714,30.42535380502358,40.57610989634031,39.050791223951954,48.71747138838943,40.51862502142372,40.93553953902601,55.114187489924,51.768618793775815,41.58848792477284,-10.060851061915695,-6.605815604750936,14.32973098833927,-5.690111110701023,-1.4276324210979172,9.067570722369082,-14.858393392726052,13.707319984499508,-15.128484770682745,16.666666666666686,-12.591833916646767,-4.074832750019864,16.277183350506213,-11.974622616142517,-4.302560734363687,3.0259824982451904,0.8504238679935189,-0.09911830650704713,-2.448924473711142,-2.1973274164565755,-0.38397299758113856,1.691911923651827,0.08943969841291255,-3.2836426721898846,-0.2758677411436808,-0.32971769824918945,2.3043635696368545,0.15333298168271134,-0.6923887605579387,2.331515626053526,1.8356067156888003,-2.381379713594753,3.173795584905141,2.670116989557452,-1.9386109787947132,-5.2302707079901065,-5.4577772652425365,-2.0743182254658072,-1.6565666365992608,-8.48621574395141,-7.880013939100839,-8.727527997122403,-3.78899651077154,-4.218326823488496,-5.820740483157957,-1.564578780372358,1.8770595853714744,-5.1432925111467656,2.323371716911622,2.769235296064499,0.5103134949164291,-3.0329432915335297,-5.073804267661399,-3.7662301491176335,-1.7460063350121733,-5.202573071761525,-7.6041461979571565,-8.397810298873214,-6.093360080408393,-4.371659805171207,-5.128351722600018,-3.896094406425884,0.041452869682673976,-2.7619127975520117,0.8504238679935189,-0.09911830650704713,-2.448924473711142,-2.1973274164565755,-0.38397299758113856,1.691911923651827,0.08943969841291255,-3.2836426721898846,-0.2758677411436808,-0.32971769824918945,2.3043635696368545,0.15333298168271134,-0.6923887605579387,-3.896094406425884,1.8356067156888003,-2.381379713594753,43.955217408691034,22.70840306908616,37.531160730192134,47.779287356287476,79.63459410645804,98.31232679877316,22.08791873576568,28.718787645381607,48.50857104179975,50.0,47.3669275459329,21.94295911904503,62.16552212752251,76.30318661044306,20.775521771298877,45.91011027262586,54.016068470606726,29.31421867383709,23.201429741852866,53.46939846698851,81.06222652755595,89.2447560764041,36.946312128491726,15.011467660882106,63.63705581248248,33.333333333333314,59.95876146257968,26.017791869064897,45.888338777016294,88.2778092265856,25.07808250566257,42.884127774380666,0
9372.763333333332,9377.970833333333,9390.64875,9397.885833333334,9401.56375,9395.805416666666,9388.297916666666,9384.11,9369.32375,9370.811666666666,9371.6425,9378.55625,9385.1925,9391.755833333333,9399.884583333333,9392.17,51.27163859168272,61.35548939311685,70.25272078721406,70.76663197458765,67.61021520850726,52.8667983903847,43.22978849416973,37.10262773068243,31.81421328115729,41.14130422708715,43.863380289991625,53.76578344660802,61.36237684416722,67.11921997455502,62.133202786075785,50.38041397988924,1.951844926885829,0.0,-4.1416647104793505,-11.561378775108393,2.405518584487063,-2.2879387893290515,-1.0812029762368354,2.901382837687076e-14,16.251144195917085,-2.7632004016780494,3.178722872427717,-4.4851699732747,-8.93393958563317,11.058582015963184,-10.445143815718728,6.984911650180192,0.20819896434379626,0.9880748128941916,1.8433689192879483,1.4260334889228372,0.3889701732969209,-1.113673634196749,-2.1024028953534786,-1.5255131023798354,-2.246219859087814,-0.5278574481936346,0.6632437949063554,1.5946718045702066,1.7434083634958322,1.3795097913456864,1.3598992684549986,-1.0726257838873323,-0.9733176839654334,0.962921920676005,4.123157736050719,6.223331508613532,6.296707958789437,4.376151296945257,0.4453981748865772,-1.6150978188021934,-5.17157963245063,-5.602716595248847,-4.038921292028135,-1.1771738374060683,1.5346101036402615,3.3223518676007493,5.6008131763719575,3.0141937628491586,-1.1815166483092296,-0.02515289221818647,2.279788816762771,4.797298019690694,5.907737785492515,5.4898249311420075,2.547801070240056,-0.08958471642235792,-2.9253597733628167,-5.074859147055211,-4.7021650869344915,-2.7718456419762747,-0.2087982598555708,1.9428420762550629,4.2409139079169575,4.086819546736492,0.20819896434379626,0.9880748128941916,1.8433689192879483,1.4260334889228372,0.3889701732969209,-1.113673634196749,-2.1024028953534786,-1.5255131023798354,-2.246219859087814,-0.5278574481936346,0.6632437949063554,1.5946718045702066,1.7434083634958322,1.9428420762550629,1.3598992684549986,-1.0726257838873323,88.86785883637354,95.78312004035931,47.96462574188943,52.890869543236725,42.19690693180856,4.867848488363245,15.241349961682479,12.299195826381727,57.13321842954035,86.87752241604757,64.02384588035487,70.98087767890878,66.08024868266253,60.89158570091546,21.782186922417463,23.69688546114066,86.9160139094877,95.78312004035931,52.10629045236878,64.45224831834511,39.791388347321494,7.155787277692298,16.322552937919315,12.299195826381698,40.88207423362325,89.64072281772562,60.84512300792715,75.46604765218349,75.01418826829571,49.83300368495228,32.22733073813619,16.711973810960465,0
9543.435,9559.13,9560.36125,9547.055,9547.958333333334,9541.152916666666,9543.379166666666,9554.510833333334,9552.65,9545.4175,9556.276666666667,9567.087916666667,9558.31375,9544.1675,9552.20375,9550.394545454543,53.37441043953704,68.24916015784765,63.06099227256115,43.53638565783249,47.52673200305945,39.58749536094799,47.949222622727135,62.03552359564778,54.935176161155965,43.7025502749871,60.38507444014822,65.6973147108734,50.27862534234539,41.437957089787616,50.36569162066164,46.74556877049057,-13.217248776733914,12.251195782032802,0.21080443414472472,-12.93160730123023,-2.9798108048799965,-9.079157179156837e-15,16.666666666666654,-0.8117768503533517,-13.896593901071713,11.588399390759006,-0.119802058065036,-7.694544622621688,-4.795927201689957,8.70921745800864,6.884962480469867,-8.388627927014857,1.5031336092538277,2.3893283694992684,1.4577091665251531,-1.5327411982609074,-1.3708140602939398,-1.107409693303608,-0.2851686798525434,1.679187950728544,0.7069132793578827,-0.9229766015317532,0.5090976612504056,1.805307488760556,-0.418394322620218,-2.6882951769189125,-0.31997382407265124,0.09918769160175793,-0.7103950197770246,2.925133814698712,5.2578870964831985,2.008153416518932,-0.5608752895338208,-1.9544775666718124,-2.4881078259004425,1.0909683640611547,2.1295762912956584,-0.018835326147988482,0.7875166918014052,4.437774879453778,3.5218411101620095,-2.2047051365170773,-1.972227048397144,-0.42778265582158137,-2.2135286290308525,0.5358054451994424,3.800177929958045,3.5408946147798392,0.8099387707601189,-0.8470678733682043,-2.2029391460478998,-0.5882195866673892,1.422663011937776,0.9041412753837648,0.2784190305509995,2.6324673906932228,3.940235432782228,0.483590040401835,-1.6522532243244932,-0.5269703474233393,1.5031336092538277,2.3893283694992684,1.4577091665251531,-1.5327411982609074,-1.3708140602939398,-1.107409693303608,-0.2851686798525434,1.679187950728544,0.7069132793578827,-0.9229766015317532,0.5090976612504056,1.805307488760556,-0.418394322620218,0.483590040401835,-0.31997382407265124,0.09918769160175793,74.51799846483854,96.09423347995528,32.00245546628435,4.769914007922939,61.501651528563045,13.508008619529953,84.04089622662589,97.56466944894001,28.91212544800456,40.434281953298544,94.92120881781872,45.809341700313475,17.530393876791354,67.1592438319697,87.40166670437185,19.238898327960428,87.73524724157245,83.84303769792245,31.791651032139626,17.701521309153172,64.48146233344303,13.50800861952996,67.37422955995923,98.37644629929336,42.80871934907627,28.84588256253955,95.04101087588377,53.50388632293517,22.326321078481318,58.450026373961066,80.51670422390197,27.62752625497528,0
9076.25625,9068.705,9065.36,9068.160833333333,9075.188333333334,9083.688333333334,9073.630416666667,9081.996666666668,9094.746666666666,9129.03875,9152.884166666667,9150.859166666667,9157.5225,9140.67375,9123.803333333333,9144.192272727272,53.80462428502098,47.588225449655845,47.08018503446875,50.460883457269325,55.95568814107821,60.63719869073043,47.07516341212975,58.54722945122363,66.84117404885271,79.42979275770249,77.80790740240552,66.06372411419315,62.9996724146108,49.07415016291645,42.73923967307982,54.706823818147036,-6.414265120150423,4.434084141217395,-8.160003950362912,16.666666666666632,-3.7895612573872014e-14,-16.6666666666667,5.9217960344843545,5.047171971880265,5.697698660301984,-8.216786616776565,-2.841916985333865,-0.7465203855484162,1.8485679835918305,-3.433658872761177,12.379000833218004,-2.964916609339347,2.533646459208689,0.5093369760590256,-0.5598909451225618,-0.023026428826716426,1.2239540337164176,1.566858692477448,-0.7731381279096468,0.02022546080429603,1.586856748602321,4.4341022040222775,4.016192551037052,-0.18422204643144546,-1.833854687313648,-3.8658059668265623,-5.087536178089255,0.6582748953872449,-0.21084407150889695,0.3181125369186096,-1.396919690159848,-1.6066544930414846,0.9380226187189086,3.679567522286865,1.7067842579717762,1.4117203736750523,4.574039720921367,12.136020107907825,18.797302453909353,17.234433818117694,13.114436563547315,7.101272886341577,-1.9178813006171065,0.6930635043218817,-2.7444905307175858,-0.19122443914041606,-0.8370287450372862,-1.5836280642147682,-0.28593141499750924,2.1127088298094163,2.4799223858814234,1.3914949128707566,2.9871829723190464,7.7019179038855485,14.781109902872295,17.418655864549144,14.948291250860965,10.96707885316814,3.1696548774721487,0.034788608934636714,2.533646459208689,0.5093369760590256,-0.5598909451225618,-0.023026428826716426,1.2239540337164176,1.566858692477448,-0.7731381279096468,0.02022546080429603,1.586856748602321,4.4341022040222775,4.016192551037052,-0.18422204643144546,-1.833854687313648,10.96707885316814,-5.087536178089255,0.6582748953872449,64.50939355259335,23.373470364688142,61.739899048876964,82.54829504285232,83.06003205972664,53.662128465197036,11.091321711578738,89.35313356841421,74.07165623580893,79.95443171909331,57.819452719264994,28.18582435855391,49.04057234697462,4.914527684757734,61.232994698694846,71.74824184189585,70.92365867274378,18.93938622347075,69.89990299923987,65.88162837618569,83.06003205972668,70.32879513186374,5.1695256770943825,84.30596159653393,68.37395757550694,88.17121833586988,60.661369704598854,28.93234474410233,47.192004363382786,8.348186557518911,48.853993865476845,74.7131584512352,0
8798.32625,8793.595,8793.8975,8792.5075,8785.4575,8790.085,8796.432499999999,8797.2725,8800.2825,8802.21875,8807.404999999999,8799.9925,8791.291249999998,8784.7125,8787.869999999999,8799.038181818181,51.685582762179955,49.21827214779816,50.08271339681226,49.13408592424615,44.203732218503596,49.50744221960528,53.393310272221406,53.63629388692548,57.21213038764182,56.44500553557454,61.154490230694094,50.83607453827041,44.226390051733944,39.185823828001595,44.96174959259859,54.18947963616562,-44.51618285735329,-4.43576185673065,15.517543556733088,-2.2527271504130533,-13.264816406320069,46.81801855115704,3.1819814488429543,-7.77585864442313,7.775858644423123,-22.281146424345856,22.281146424345856,-49.9466556455981,-0.05334435440189523,1.609823385706477e-15,48.70801338529515,-5.825699403386994,0.3450513332116889,-0.5550065234868888,-0.9157303243249004,-1.0900766149284409,-1.7064003607294709,-1.3180867378022023,-0.40919865489216,0.20106364734675825,0.687017657810248,0.9249895989324728,1.3031723405754674,0.6095587333984684,-0.8383387000582141,-1.9391412268923145,-1.8156261125945712,0.3291276533871961,3.7586616057824362,2.7026989632804543,1.9149952265916002,1.2166930110397516,-0.171539686441065,-0.5309105651858772,0.047029409623064566,0.7032125557161635,1.455676361573751,2.1467600290852715,3.1228149011258215,2.891027315891733,1.1833724714160778,-0.7583858989764849,-1.5985079300744474,0.3833511955326685,3.4136102725707467,3.2577054867673434,2.8307255509165,2.3067696259681933,1.534860674288406,0.787176172616325,0.4562280645152246,0.5021489083694053,0.7686587037635029,1.221770430152799,1.8196425605503537,2.2814685824932655,2.0217111714742924,1.1807553279158296,0.21711818252012366,0.0542235421454724,0.3450513332116889,-0.5550065234868888,-0.9157303243249004,-1.0900766149284409,-1.7064003607294709,-1.3180867378022023,-0.40919865489216,0.20106364734675825,0.687017657810248,0.9249895989324728,1.3031723405754674,0.6095587333984684,-0.8383387000582141,1.1807553279158296,-1.8156261125945712,0.3291276533871961,6.653642785095964,0.0,43.959302044138724,39.79444921896017,0.0,90.45405565347113,100.0,83.67977440974676,100.0,49.0014120799174,100.0,0.16003306320569052,0.0,0.0,98.0534385375519,73.47961745214589,51.169825642449275,4.43576185673065,28.44175848740564,42.047176369373226,13.264816406320069,43.6360371023141,96.81801855115705,91.45563305416988,92.22414135557688,71.28255850426325,77.71885357565415,50.10668870880379,0.05334435440189523,-1.609823385706477e-15,49.345425152256745,79.30531685553288,0
8798.32625,8793.595,8793.8975,8792.5075,8785.4575,8790.085,8796.432499999999,8797.2725,8800.2825,8802.21875,8807.404999999999,8799.9925,8791.291249999998,8784.7125,8787.869999999999,8799.038181818181,51.685582762179955,49.21827214779816,50.08271339681226,49.13408592424615,44.203732218503596,49.50744221960528,53.393310272221406,53.63629388692548,57.21213038764182,56.44500553557454,61.154490230694094,50.83607453827041,44.226390051733944,39.185823828001595,44.96174959259859,54.18947963616562,-44.51618285735329,-4.43576185673065,15.517543556733088,-2.2527271504130533,-13.264816406320069,46.81801855115704,3.1819814488429543,-7.77585864442313,7.775858644423123,-22.281146424345856,22.281146424345856,-49.9466556455981,-0.05334435440189523,1.609823385706477e-15,48.70801338529515,-5.825699403386994,0.3450513332116889,-0.5550065234868888,-0.9157303243249004,-1.0900766149284409,-1.7064003607294709,-1.3180867378022023,-0.40919865489216,0.20106364734675825,0.687017657810248,0.9249895989324728,1.3031723405754674,0.6095587333984684,-0.8383387000582141,-1.9391412268923145,-1.8156261125945712,0.3291276533871961,3.7586616057824362,2.7026989632804543,1.9149952265916002,1.2166930110397516,-0.171539686441065,-0.5309105651858772,0.047029409623064566,0.7032125557161635,1.455676361573751,2.1467600290852715,3.1228149011258215,2.891027315891733,1.1833724714160778,-0.7583858989764849,-1.5985079300744474,0.3833511955326685,3.4136102725707467,3.2577054867673434,2.8307255509165,2.3067696259681933,1.534860674288406,0.787176172616325,0.4562280645152246,0.5021489083694053,0.7686587037635029,1.221770430152799,1.8196425605503537,2.2814685824932655,2.0217111714742924,1.1807553279158296,0.21711818252012366,0.0542235421454724,0.3450513332116889,-0.5550065234868888,-0.9157303243249004,-1.0900766149284409,-1.7064003607294709,-1.3180867378022023,-0.40919865489216,0.20106364734675825,0.687017657810248,0.9249895989324728,1.3031723405754674,0.6095587333984684,-0.8383387000582141,1.1807553279158296,-1.8156261125945712,0.3291276533871961,6.653642785095964,0.0,43.959302044138724,39.79444921896017,0.0,90.45405565347113,100.0,83.67977440974676,100.0,49.0014120799174,100.0,0.16003306320569052,0.0,0.0,98.0534385375519,73.47961745214589,51.169825642449275,4.43576185673065,28.44175848740564,42.047176369373226,13.264816406320069,43.6360371023141,96.81801855115705,91.45563305416988,92.22414135557688,71.28255850426325,77.71885357565415,50.10668870880379,0.05334435440189523,-1.609823385706477e-15,49.345425152256745,79.30531685553288,0
8355.1375,8351.19125,8346.21875,8346.96125,8352.8675,8354.696249999999,8356.564999999999,8355.822499999998,8354.1125,8352.7875,8361.591250000001,8373.19125,8374.2125,8362.32125,8365.215,8359.230000000001,56.70064037536468,52.11890895388646,47.696039998043524,49.18042348407359,54.81963799047611,56.41619126390079,56.78487315748071,55.17937304048208,54.04913743220891,51.252027360820755,61.56148946551952,70.20303801432135,66.07136531520679,52.41931540899535,54.73586000554839,48.025685567878895,-6.49334363503095,-37.122187741271645,-3.5527136788005016e-14,18.75870331206945,21.000688778737352,8.907370508582005,-3.2289922635431547,-28.77110366917921,-0.34329842812496736,-16.323368238541818,49.999999999999936,-5.684341886080803e-14,-29.916822294733272,-17.39030981684295,5.232642803024393,-1.3163543926172607,2.3121555707199883,1.6943485711127466,0.7431211119527088,0.2619455506197607,0.5838671841695693,0.8813860429046458,0.9927166625976006,0.8343147922033946,0.4002588387009161,-0.012445060238663763,0.4700695568269099,1.852246960081363,2.0750784155216864,0.718069208033175,0.026102594159822527,-1.236696893656331,0.5893006169844739,0.9133434632030912,0.4596491723877989,0.15501220181340614,0.7068944770308008,1.3992447001137407,2.0025337649567523,2.3071621930857877,2.111663708569722,1.7499973412150212,2.3476989365044574,4.493276245557354,5.76118128674625,4.972317087238481,4.3671945477526615,1.9553864912195424,-1.7228549537355144,-0.7810051079096553,-0.2834719395649099,-0.1069333488063546,0.12302729286123144,0.5178586572090949,1.0098171023591511,1.4728474008823929,1.711404869868806,1.7624424014536852,1.8776293796775476,2.641029285475991,3.6861028712245636,4.254247879205305,4.341091953592838,3.192083384875873,2.3121555707199883,1.6943485711127466,0.7431211119527088,0.2619455506197607,0.5838671841695693,0.8813860429046458,0.9927166625976006,0.8343147922033946,0.4002588387009161,-0.012445060238663763,0.4700695568269099,1.852246960081363,2.0750784155216864,4.254247879205305,0.026102594159822527,-1.236696893656331,80.6832816119074,0.0,0.0,45.58321529559467,84.6390881362103,96.0002877981668,86.31331100753746,50.0,31.58106192217459,0.0,100.0,100.0,43.93797566062904,4.039301832635839,20.11920430983667,30.688399107593614,87.17662524693836,37.122187741271645,3.5527136788005016e-14,26.82451198352522,63.63839935747297,87.09291728958479,89.54230327108063,78.7711036691792,31.924360350299555,16.323368238541818,50.000000000000064,100.00000000000006,73.8547979553623,21.429611649478787,14.886561506812276,32.004753500210875,0
8684.46375,8694.05875,8691.72875,8698.985,8686.29875,8684.03,8694.40625,8692.79625,8684.84,8683.48375,8680.41375,8677.3275,8678.68,8680.0225,8675.942500000001,8670.968636363636,60.97331533302615,64.11471694296937,60.42843658534981,61.62289153614298,53.817353517811114,53.91115732106164,58.13143510925004,55.18108451194783,50.53191594977311,50.437137858967816,48.99619665677629,46.456874269613856,48.211169431278684,49.400527514131184,45.770821247125255,44.97303956798605,-36.49018872306833,14.826150748116806,-22.206377051304283,10.537081692922495,-16.478162265203473,19.788215049714662,30.023280548822154,-33.67073967006399,-14.955074301596888,18.17978485591515,10.349949854072918,-29.90392073832711,33.33333333333335,5.359226556336257,-33.071676852262804,6.160349211810717,3.772908674561088,3.549681602942642,2.4019364879252594,2.0717206063108584,0.16746639350279846,-1.130352317165503,-0.8262338197420549,-0.7384254147624114,-1.8430197019110128,-2.320946787707895,-2.4845724329600842,-2.5931209784634515,-2.3164415307360144,-1.6035994468576882,-1.5329191610439388,-1.102508144399936,8.633792116119366,10.19828853424042,10.423947621889964,11.174600635867138,9.618262520167264,7.8532288231990615,7.654905338658863,7.442270530751557,5.539650894243096,3.926969119946989,2.528516112032776,1.151768186652589,0.1997151299028701,0.03574722099801875,-0.6539319475023149,-2.5259454328127258,4.860883441558278,6.648606931297778,8.022011133964707,9.102880029556276,9.450796126664462,8.983581140364565,8.481139158400918,8.180695945513968,7.382670596154107,6.247915907654884,5.01308854499286,3.7448891651160414,2.516156660638884,1.6393466678557067,0.8789872135416239,-1.4234372884127895,3.772908674561088,3.549681602942642,2.4019364879252594,2.0717206063108584,0.16746639350279846,-1.130352317165503,-0.8262338197420549,-0.7384254147624114,-1.8430197019110128,-2.320946787707895,-2.4845724329600842,-2.5931209784634515,-2.3164415307360144,1.6393466678557067,-1.5329191610439388,-1.102508144399936,40.52943383079499,67.50394303757268,18.388754921232525,50.0,0.5655132043895751,35.08902847894847,100.0,48.987780989807995,4.122558085017272,31.91173117179736,44.85588110749068,0.0,50.0,75.50544880520786,8.431324556110129,45.85477507092556,77.01962255386331,52.67779228945588,40.59513197253681,39.4629183070775,17.043675469593047,15.300813429233811,69.97671945117784,82.65852065987198,19.07763238661416,13.731946315882215,34.505931253417764,29.90392073832711,16.666666666666654,70.14622224887161,41.50300140837294,39.69442585911485,0
8668.525000000001,8665.45625,8663.32375,8658.911250000001,8669.76125,8672.56625,8665.5875,8662.83625,8665.791249999998,8669.74625,8666.545,8664.025000000001,8662.07625,8661.5775,8666.0525,8659.884545454546,55.41395276186465,50.62079877472107,49.92594233420603,46.20378499253739,55.9224990058172,56.1527202005432,48.73637162677396,47.88826865080676,51.933112582353495,53.30182479749,50.14784744801628,48.649049395260604,45.961854034947784,46.59953996741296,51.618883931754205,44.74546535885886,21.37427351535872,-31.964216057652806,-13.130295000736911,16.693459850285713,28.401051208104075,-5.000287357121613,-44.99971264287836,1.4210854715202004e-14,38.12432748608129,-9.418804238744043,-22.838510561620947,22.69920658482779,-27.46611573633577,22.836837365709854,4.046374190963468,-5.087875471069326,0.8009394149985805,1.0705850072403242,0.794093498700758,0.1135886737787568,0.8179832878441945,1.3053106436823927,0.6966627505699965,0.01125399307937025,-0.030061626727006987,0.4961614825025282,0.15203048456291912,-0.22077379914460515,-0.5188765779503018,-0.7112274965562257,-0.12662175471055392,-0.4296993086070584,-1.47126155114438,-0.6402441879963591,-0.4854192509055793,-1.0400877295051032,-0.048249722903165086,1.0364620234786344,0.9071287177348496,0.3066725704165947,0.19782957715779048,0.9563987720957812,0.7292419527266247,0.28075589909985865,-0.22122469564965289,-0.7726189927516316,-0.3093636596513534,-1.0482678352951056,-2.2722009661429605,-1.7108291952366832,-1.2795127496063372,-1.15367640328386,-0.8662330107473596,-0.2688486202037585,0.21046596716485305,0.29541857733722443,0.22789120388479744,0.460237289593253,0.5772114681637056,0.5015296982444638,0.297651882300649,-0.06139149619540585,-0.18274190494079945,-0.6185685266880472,0.8009394149985805,1.0705850072403242,0.794093498700758,0.1135886737787568,0.8179832878441945,1.3053106436823927,0.6966627505699965,0.01125399307937025,-0.030061626727006987,0.4961614825025282,0.15203048456291912,-0.22077379914460515,-0.5188765779503018,-0.06139149619540585,-0.12662175471055392,-0.4296993086070584,100.0,42.55328084077201,14.716466824830738,32.39842318784391,100.0,84.99913792863512,0.0,0.0,64.3729824582438,67.39342079163781,17.601038057148727,42.84932890581602,3.3003106026246787,36.85231948284694,66.97497263632224,33.851752572613826,78.62572648464129,74.51749689842481,27.84676182556765,15.704963337558201,71.59894879189592,89.99942528575674,44.99971264287836,-1.4210854715202004e-14,26.248654972162512,76.81222503038184,40.43954861876967,20.15012232098823,30.766426338960446,14.015482117137088,62.92859844535877,38.93962804368315,0
